id,age,tenure_months,monthly_charges,contract_type,payment_method,support_calls,churn
1850,51,12,73.61,One year,Bank transfer,1,0
1851,33,11,124.29,One year,Credit card,0,0
1852,45,5,61.95,Month-to-month,Bank transfer,1,0
1853,37,34,63.73,Month-to-month,Electronic check,0,0
1854,51,20,100.68,One year,Mailed check,0,0
1855,48,13,101.29,One year,Mailed check,1,0
1856,32,50,56.3,Month-to-month,Electronic check,0,0
1857,39,18,66.16,Month-to-month,Electronic check,2,1
1858,56,17,60.0,Month-to-month,Electronic check,0,0
1859,47,9,73.09,One year,Electronic check,3,0
1860,22,19,100.44,Month-to-month,Electronic check,2,0
1861,51,8,51.1,One year,Credit card,5,0
1862,26,25,100.99,Two year,Electronic check,1,0
1863,61,11,74.19,Month-to-month,Credit card,1,0
1864,56,14,130.25,Month-to-month,Electronic check,0,1
1865,46,34,83.07,Month-to-month,Credit card,1,0
1866,44,1,67.73,Month-to-month,Bank transfer,4,1
1867,39,5,85.12,Two year,Credit card,1,0
1868,51,23,65.02,Two year,Mailed check,2,0
1869,36,3,25.57,Month-to-month,Bank transfer,0,0
1870,45,18,66.69,Two year,Mailed check,1,0
1871,54,32,68.39,Month-to-month,Mailed check,1,0
1872,34,5,30.94,One year,Bank transfer,2,0
1873,33,3,68.62,One year,Electronic check,4,0
1874,25,23,21.77,Month-to-month,Electronic check,3,0
1875,27,8,62.51,Month-to-month,Credit card,0,1
1876,18,0,76.09,One year,Electronic check,1,0
1877,52,8,73.62,Month-to-month,Bank transfer,1,0
1878,67,7,60.77,Two year,Electronic check,3,0
1879,61,23,71.31,Month-to-month,Mailed check,0,0
1880,19,64,60.0,Month-to-month,Electronic check,0,0
1881,52,12,72.07,Two year,Mailed check,1,0
1882,61,14,73.55,Month-to-month,Credit card,1,0
1883,35,9,48.84,Month-to-month,Credit card,4,1
1884,43,5,77.44,Month-to-month,Electronic check,3,0
1885,18,57,85.09,Month-to-month,Electronic check,0,0
1886,45,7,66.89,Month-to-month,Credit card,1,1
1887,27,63,139.98,Month-to-month,Electronic check,2,0
1888,44,9,67.83,Month-to-month,Electronic check,1,1
1889,20,72,73.82,Month-to-month,Mailed check,1,0
1890,49,8,60.64,Two year,Credit card,0,0
1891,56,4,46.33,Two year,Electronic check,1,0
1892,31,72,97.95,Month-to-month,Electronic check,0,0
1893,26,31,57.49,Two year,Credit card,0,0
1894,18,33,60.75,Two year,Credit card,0,0
1895,38,72,67.34,Two year,Bank transfer,2,0
1896,33,23,48.83,One year,Bank transfer,2,0
1897,20,7,27.27,Month-to-month,Credit card,1,1
1898,48,14,60.53,Month-to-month,Bank transfer,2,0
1899,35,3,92.28,Two year,Credit card,0,0
1900,26,22,78.22,Month-to-month,Mailed check,0,0
1901,34,13,110.96,Two year,Electronic check,1,0
1902,56,3,89.22,One year,Credit card,3,0
1903,50,13,85.05,Month-to-month,Bank transfer,1,1
1904,40,6,117.97,Month-to-month,Electronic check,2,1
1905,50,36,72.97,Two year,Bank transfer,0,0
1906,25,14,73.68,Month-to-month,Credit card,3,0
1907,42,27,73.76,One year,Electronic check,2,1
1908,44,22,111.89,Two year,Bank transfer,0,0
1909,35,5,70.81,Month-to-month,Electronic check,5,1
1910,48,51,61.44,Month-to-month,Bank transfer,1,0
1911,31,3,85.14,Month-to-month,Credit card,0,1
1912,49,8,50.79,Two year,Credit card,0,0
1913,49,0,83.34,Month-to-month,Credit card,1,1
1914,18,24,83.95,Month-to-month,Bank transfer,6,1
1915,58,3,65.71,Month-to-month,Mailed check,2,0
1916,18,33,89.1,Month-to-month,Bank transfer,2,0
1917,33,10,34.31,Month-to-month,Electronic check,1,0
1918,56,9,75.42,Month-to-month,Bank transfer,1,0
1919,37,1,58.58,Two year,Mailed check,2,0
1920,21,47,148.61,Month-to-month,Mailed check,2,0
1921,26,72,84.7,Two year,Mailed check,4,0
1922,56,8,56.29,Two year,Mailed check,2,0
1923,18,9,36.89,One year,Electronic check,0,0
1924,57,21,105.79,One year,Electronic check,0,0
1925,41,17,63.8,Month-to-month,Mailed check,0,0
1926,25,63,59.67,One year,Electronic check,1,0
1927,33,20,81.41,Month-to-month,Credit card,1,0
1928,27,72,97.04,Month-to-month,Electronic check,0,0
1929,54,48,93.05,One year,Credit card,2,0
1930,52,13,72.44,Month-to-month,Electronic check,1,0
1931,18,13,75.93,Month-to-month,Credit card,1,1
1932,36,33,80.75,One year,Bank transfer,1,0
1933,29,41,84.56,Month-to-month,Credit card,0,0
1934,60,18,83.32,Month-to-month,Credit card,2,0
1935,23,0,97.36,Month-to-month,Bank transfer,3,0
1936,64,26,75.31,Month-to-month,Electronic check,0,1
1937,41,41,55.73,Month-to-month,Mailed check,2,0
1938,25,3,66.84,Month-to-month,Electronic check,1,0
1939,32,38,94.54,Month-to-month,Credit card,1,0
1940,30,10,26.84,One year,Credit card,1,0
1941,24,8,26.68,Two year,Electronic check,1,0
1942,43,19,95.81,One year,Bank transfer,1,0
1943,24,34,113.1,Month-to-month,Electronic check,2,0
1944,18,11,40.02,One year,Bank transfer,2,0
1945,36,13,74.46,Two year,Bank transfer,3,0
1946,18,21,63.16,Two year,Mailed check,0,0
1947,31,72,74.28,Month-to-month,Credit card,3,0
1948,29,8,78.84,Month-to-month,Electronic check,2,1
1949,29,5,38.43,Month-to-month,Credit card,3,1
1950,70,21,45.47,One year,Bank transfer,1,0
1951,42,14,64.57,Month-to-month,Electronic check,2,1
1952,45,10,67.87,Two year,Mailed check,1,0
1953,18,34,46.95,Month-to-month,Electronic check,0,0
1954,32,22,93.04,One year,Bank transfer,1,0
1955,45,4,60.16,Month-to-month,Credit card,5,0
1956,27,72,70.25,Month-to-month,Electronic check,1,1
1957,54,36,82.47,Month-to-month,Electronic check,2,0
1958,25,3,67.23,One year,Mailed check,0,0
1959,37,35,96.19,Month-to-month,Electronic check,2,1
1960,33,55,54.91,Month-to-month,Electronic check,3,0
1961,44,33,40.02,One year,Bank transfer,0,0
1962,33,17,64.81,Two year,Mailed check,0,0
1963,38,7,72.56,One year,Credit card,3,1
1964,38,55,47.23,One year,Mailed check,1,0
1965,31,35,40.56,Month-to-month,Bank transfer,1,0
1966,48,50,82.06,Two year,Mailed check,2,0
1967,45,12,52.86,Month-to-month,Electronic check,1,0
1968,40,3,34.14,Two year,Mailed check,2,0
1969,35,9,95.48,Two year,Bank transfer,2,0
1970,53,34,59.31,Month-to-month,Credit card,2,0
1971,38,16,101.15,Month-to-month,Electronic check,1,1
1972,37,13,72.66,One year,Mailed check,1,0
1973,43,17,79.92,One year,Bank transfer,2,0
1974,65,69,75.06,One year,Electronic check,1,0
1975,23,15,18.0,Two year,Credit card,1,0
1976,52,41,47.73,Month-to-month,Electronic check,1,0
1977,18,3,67.31,Month-to-month,Credit card,2,0
1978,45,13,81.07,One year,Bank transfer,3,0
1979,64,0,25.26,Month-to-month,Electronic check,0,1
1980,48,3,69.11,One year,Bank transfer,1,0
1981,44,6,42.84,Two year,Electronic check,1,0
1982,34,18,78.57,Month-to-month,Bank transfer,0,0
1983,42,69,79.86,Two year,Credit card,0,0
1984,38,34,93.69,Two year,Bank transfer,2,0
1985,30,0,96.67,Month-to-month,Electronic check,2,1
1986,37,4,82.07,Two year,Mailed check,2,0
1987,44,57,100.06,One year,Mailed check,3,0
1988,31,72,72.04,Month-to-month,Bank transfer,1,0
1989,30,31,145.23,Month-to-month,Bank transfer,2,1
1990,22,43,45.98,Month-to-month,Mailed check,0,0
1991,47,24,60.41,One year,Bank transfer,1,0
1992,49,30,97.03,Month-to-month,Credit card,2,0
1993,45,42,95.12,Month-to-month,Bank transfer,1,0
1994,55,11,83.83,Two year,Electronic check,2,0
1995,43,7,87.93,One year,Mailed check,2,0
1996,47,9,19.26,One year,Mailed check,0,0
1997,46,47,116.78,Two year,Credit card,0,1
1998,40,6,65.8,Month-to-month,Credit card,2,0
1999,34,69,111.5,Month-to-month,Credit card,2,1
2000,72,10,20.66,One year,Electronic check,0,0
2001,35,1,76.56,Month-to-month,Bank transfer,4,0
2002,32,59,64.76,Month-to-month,Credit card,4,0
2003,48,36,89.7,One year,Electronic check,1,1
2004,45,56,86.33,Month-to-month,Electronic check,2,0
2005,22,16,81.55,Month-to-month,Electronic check,2,0
2006,57,10,45.03,One year,Bank transfer,0,0
2007,40,40,74.58,One year,Mailed check,2,0
2008,26,20,68.5,Month-to-month,Electronic check,1,0
2009,58,11,84.03,Month-to-month,Mailed check,0,0
2010,50,15,96.98,Two year,Credit card,0,0
2011,24,12,75.56,Two year,Credit card,0,0
2012,66,0,38.1,Month-to-month,Bank transfer,2,0
2013,51,9,74.04,Month-to-month,Credit card,2,0
2014,41,28,139.48,One year,Bank transfer,1,0
2015,64,0,111.15,Month-to-month,Credit card,4,0
2016,44,15,18.0,Month-to-month,Mailed check,2,0
2017,41,17,74.13,Month-to-month,Credit card,1,0
2018,32,1,93.45,Month-to-month,Credit card,1,1
2019,50,27,69.49,Month-to-month,Bank transfer,1,0
2020,48,72,69.3,Month-to-month,Mailed check,6,0
2021,42,63,72.78,Two year,Electronic check,1,0
2022,30,4,84.4,Month-to-month,Electronic check,1,1
2023,43,2,41.59,Month-to-month,Electronic check,0,0
2024,41,33,104.67,Month-to-month,Electronic check,1,0
2025,23,72,79.4,Two year,Mailed check,0,0
2026,21,0,46.62,Month-to-month,Electronic check,1,0
2027,49,9,99.46,Month-to-month,Credit card,0,0
2028,18,4,31.97,One year,Bank transfer,2,0
2029,44,9,57.47,One year,Credit card,2,0
2030,35,32,60.51,Two year,Mailed check,0,0
2031,60,1,123.75,Month-to-month,Electronic check,0,0
2032,35,19,55.72,Month-to-month,Electronic check,2,0
2033,51,2,18.0,Month-to-month,Credit card,2,0
2034,36,0,55.45,One year,Electronic check,2,0
2035,43,3,81.84,Month-to-month,Bank transfer,1,1
2036,52,0,89.6,Month-to-month,Electronic check,0,1
2037,35,28,131.11,Month-to-month,Mailed check,0,0
2038,55,7,106.22,Two year,Electronic check,3,0
2039,28,11,76.35,Month-to-month,Mailed check,0,0
2040,46,8,48.91,Month-to-month,Electronic check,1,0
2041,54,7,111.65,Two year,Credit card,2,0
2042,51,51,68.44,One year,Electronic check,2,0
2043,68,16,55.95,One year,Electronic check,1,0
2044,31,16,61.97,One year,Electronic check,2,0
2045,22,19,41.54,Month-to-month,Credit card,3,0
2046,28,3,58.82,Two year,Bank transfer,0,0
2047,51,13,66.12,Month-to-month,Bank transfer,3,0
2048,48,24,91.87,Two year,Mailed check,2,0
2049,43,25,64.05,Month-to-month,Credit card,0,0
2050,26,9,39.66,One year,Electronic check,1,1
2051,52,2,30.21,Month-to-month,Credit card,2,1
2052,24,12,77.04,Month-to-month,Credit card,2,1
2053,58,52,79.62,Month-to-month,Electronic check,0,1
2054,82,25,59.89,One year,Electronic check,2,0
2055,47,9,59.66,Month-to-month,Mailed check,1,0
2056,50,72,90.51,Two year,Electronic check,3,0
2057,35,22,108.06,Month-to-month,Electronic check,0,0
2058,18,72,61.3,One year,Mailed check,0,0
2059,33,15,74.47,One year,Electronic check,2,1
2060,26,4,94.56,Month-to-month,Bank transfer,3,1
2061,21,8,51.8,One year,Mailed check,2,0
2062,66,39,75.46,One year,Bank transfer,0,0
2063,45,19,71.9,One year,Mailed check,0,0
2064,47,4,37.82,One year,Mailed check,2,0
2065,37,52,82.01,One year,Mailed check,2,0
2066,39,7,71.84,Month-to-month,Credit card,1,0
2067,55,44,90.48,Month-to-month,Mailed check,4,1
2068,41,1,40.48,Month-to-month,Bank transfer,3,0
2069,49,31,74.9,One year,Credit card,1,0
2070,39,0,104.54,Two year,Bank transfer,2,0
2071,37,23,125.39,Month-to-month,Electronic check,0,1
2072,22,11,103.65,Month-to-month,Electronic check,0,1
2073,18,58,49.27,Month-to-month,Bank transfer,0,0
2074,38,13,83.23,One year,Bank transfer,2,0
2075,42,57,66.47,One year,Bank transfer,3,0
2076,23,17,79.65,One year,Bank transfer,3,0
2077,41,1,50.84,One year,Electronic check,1,1
2078,42,6,28.06,One year,Credit card,3,0
2079,18,14,63.49,Month-to-month,Bank transfer,3,1
2080,29,68,98.27,Month-to-month,Credit card,0,0
2081,47,6,78.1,Month-to-month,Bank transfer,5,0
2082,47,48,87.27,Two year,Mailed check,0,0
2083,25,27,79.46,One year,Bank transfer,0,0
2084,44,41,86.26,Month-to-month,Bank transfer,3,0
2085,56,16,85.64,Month-to-month,Electronic check,2,0
2086,52,6,64.03,Month-to-month,Mailed check,3,0
2087,40,8,73.27,Two year,Electronic check,1,0
2088,35,18,116.28,Month-to-month,Electronic check,2,1
2089,33,38,79.25,One year,Bank transfer,2,0
2090,48,22,74.36,Month-to-month,Mailed check,1,1
2091,44,58,81.27,One year,Bank transfer,0,0
2092,50,0,64.55,One year,Mailed check,2,0
2093,43,2,59.42,Month-to-month,Credit card,2,0
2094,53,15,77.47,One year,Bank transfer,3,0
2095,43,6,58.26,Month-to-month,Bank transfer,2,1
2096,52,32,71.16,Two year,Mailed check,1,0
2097,54,12,52.04,Month-to-month,Credit card,2,0
2098,30,44,79.3,One year,Mailed check,0,0
2099,18,33,89.55,Month-to-month,Credit card,2,1
2100,63,60,73.7,One year,Mailed check,0,0
2101,45,3,20.24,Month-to-month,Electronic check,2,0
2102,18,11,86.41,One year,Bank transfer,1,0
2103,32,3,73.45,Month-to-month,Mailed check,3,1
2104,52,28,49.37,Month-to-month,Electronic check,1,0
2105,38,4,89.93,Two year,Mailed check,1,0
2106,34,17,37.59,Month-to-month,Electronic check,1,0
2107,61,31,100.79,Month-to-month,Credit card,2,1
2108,27,18,71.27,One year,Bank transfer,2,0
2109,30,24,18.0,Month-to-month,Electronic check,3,0
2110,44,1,74.61,Two year,Bank transfer,1,0
2111,47,15,62.1,Month-to-month,Bank transfer,3,1
2112,48,9,57.43,Two year,Bank transfer,1,0
2113,54,9,52.91,Two year,Bank transfer,1,0
2114,44,23,70.27,Month-to-month,Electronic check,1,1
2115,48,32,62.67,Month-to-month,Electronic check,0,0
2116,38,7,24.63,One year,Bank transfer,1,0
2117,42,30,106.3,One year,Bank transfer,2,0
2118,43,33,68.84,Month-to-month,Bank transfer,0,0
2119,45,3,52.15,Month-to-month,Electronic check,3,1
2120,52,72,52.59,Month-to-month,Credit card,2,0
2121,49,39,95.12,One year,Mailed check,1,0
2122,42,58,46.24,One year,Bank transfer,1,0
2123,30,14,75.45,Month-to-month,Electronic check,0,0
2124,42,7,56.46,Month-to-month,Bank transfer,2,1
2125,41,1,57.01,One year,Credit card,2,0
2126,44,40,48.41,Two year,Electronic check,4,0
2127,72,72,65.29,Month-to-month,Credit card,2,0
2128,34,20,73.22,Month-to-month,Bank transfer,1,1
2129,47,14,77.98,Month-to-month,Electronic check,2,0
2130,56,24,53.96,One year,Electronic check,1,0
2131,43,2,68.03,Month-to-month,Bank transfer,3,0
2132,74,5,92.96,Month-to-month,Electronic check,2,1
2133,36,19,31.28,One year,Electronic check,0,0
2134,46,16,72.24,Month-to-month,Credit card,0,0
2135,30,65,55.98,Month-to-month,Bank transfer,2,0
2136,37,17,46.23,Month-to-month,Bank transfer,1,0
2137,45,9,77.88,Month-to-month,Bank transfer,1,0
2138,53,11,58.02,Month-to-month,Mailed check,3,0
2139,46,22,42.88,Month-to-month,Bank transfer,0,0
2140,59,3,103.56,Month-to-month,Electronic check,3,1
2141,40,8,94.2,Month-to-month,Electronic check,1,1
2142,37,7,22.74,Two year,Bank transfer,3,1
2143,79,61,42.29,Two year,Credit card,1,0
2144,47,9,86.19,Month-to-month,Mailed check,0,0
2145,31,7,63.93,One year,Credit card,1,0
2146,32,4,108.11,Month-to-month,Bank transfer,3,1
2147,28,13,87.36,Two year,Mailed check,2,0
2148,55,0,77.49,Two year,Mailed check,1,0
2149,36,23,47.9,One year,Electronic check,2,0
2150,43,25,86.04,One year,Bank transfer,1,0
2151,41,2,38.41,Month-to-month,Electronic check,0,0
2152,52,0,102.63,Month-to-month,Mailed check,2,1
2153,30,9,81.9,Month-to-month,Electronic check,0,0
2154,26,72,60.18,Month-to-month,Credit card,0,0
2155,45,47,97.17,One year,Mailed check,2,0
2156,50,31,130.69,Month-to-month,Mailed check,1,0
2157,46,39,70.41,Month-to-month,Mailed check,0,0
2158,30,47,90.81,One year,Electronic check,1,0
2159,51,9,60.55,One year,Mailed check,2,0
2160,31,14,74.23,One year,Credit card,1,0
2161,34,28,36.52,Month-to-month,Bank transfer,1,0
2162,28,6,70.89,Two year,Mailed check,1,0
2163,60,56,79.49,Month-to-month,Credit card,0,0
2164,50,22,118.27,One year,Electronic check,0,1
2165,50,20,28.12,Month-to-month,Credit card,1,0
2166,59,10,64.48,Month-to-month,Electronic check,1,0
2167,81,2,102.5,Two year,Credit card,1,0
2168,18,26,67.86,Month-to-month,Credit card,0,0
2169,31,29,70.07,Month-to-month,Credit card,1,1
2170,33,53,57.12,Month-to-month,Electronic check,0,0
2171,30,20,49.68,Two year,Mailed check,1,0
2172,26,24,27.95,Two year,Credit card,3,0
2173,37,28,58.47,Month-to-month,Mailed check,1,0
2174,24,20,48.27,One year,Mailed check,1,0
2175,46,10,74.45,Month-to-month,Mailed check,0,0
2176,42,19,53.16,One year,Electronic check,0,0
2177,48,4,58.61,Month-to-month,Mailed check,3,1
2178,49,4,59.29,Month-to-month,Electronic check,2,1
2179,50,67,78.85,One year,Bank transfer,1,0
2180,36,5,57.54,Two year,Mailed check,2,0
2181,71,14,45.56,Month-to-month,Electronic check,0,1
2182,45,14,74.24,Month-to-month,Electronic check,0,0
2183,18,18,99.39,Two year,Credit card,1,0
2184,27,72,84.01,Month-to-month,Bank transfer,1,0
2185,18,6,55.65,Month-to-month,Bank transfer,1,0
2186,42,0,66.92,Month-to-month,Credit card,2,0
2187,40,10,20.23,Month-to-month,Bank transfer,0,0
2188,35,10,68.01,Month-to-month,Mailed check,1,0
2189,70,3,60.44,Month-to-month,Bank transfer,3,0
2190,49,0,46.66,Month-to-month,Electronic check,6,1
2191,52,7,52.25,Month-to-month,Bank transfer,1,1
2192,28,20,62.74,Two year,Electronic check,5,0
2193,28,0,94.81,Month-to-month,Credit card,0,0
2194,42,11,98.95,One year,Mailed check,1,0
2195,44,13,48.75,Month-to-month,Electronic check,4,0
2196,18,50,64.55,Month-to-month,Bank transfer,2,0
2197,39,54,65.79,Month-to-month,Electronic check,3,0
2198,42,34,95.34,Month-to-month,Mailed check,1,0
2199,38,11,75.29,One year,Credit card,5,0
2200,30,6,73.22,Month-to-month,Bank transfer,3,0
2201,34,9,84.76,One year,Bank transfer,2,0
2202,39,13,57.04,Two year,Mailed check,3,0
2203,43,29,108.45,Month-to-month,Mailed check,1,0
2204,50,20,72.96,Two year,Electronic check,3,0
2205,57,0,48.6,Month-to-month,Bank transfer,3,0
2206,37,19,67.11,Month-to-month,Bank transfer,0,1
2207,35,38,106.5,Month-to-month,Electronic check,0,0
2208,48,58,68.07,Two year,Electronic check,3,0
2209,50,1,93.89,One year,Electronic check,2,0
2210,35,72,65.17,Two year,Electronic check,2,0
2211,53,18,53.56,One year,Electronic check,1,0
2212,55,1,86.64,Month-to-month,Mailed check,0,0
2213,60,31,52.8,Two year,Mailed check,1,0
2214,66,47,97.61,Two year,Mailed check,1,0
2215,29,8,79.99,One year,Electronic check,1,1
2216,42,6,49.06,One year,Mailed check,1,0
2217,42,10,69.71,Two year,Credit card,1,0
2218,40,22,59.58,Month-to-month,Electronic check,1,0
2219,32,8,79.92,Two year,Electronic check,2,0
2220,21,2,117.49,Two year,Mailed check,3,0
2221,43,11,62.38,One year,Electronic check,2,0
2222,31,7,84.39,Month-to-month,Electronic check,1,0
2223,43,19,73.46,Month-to-month,Mailed check,2,0
2224,30,40,76.6,Two year,Mailed check,3,1
2225,26,12,67.67,Two year,Credit card,1,0
2226,45,55,56.81,One year,Credit card,1,0
2227,44,25,82.13,Two year,Mailed check,0,0
2228,50,15,65.03,Month-to-month,Mailed check,0,0
2229,72,29,51.73,Two year,Credit card,1,0
2230,45,40,101.35,Month-to-month,Mailed check,2,0
2231,48,24,76.08,Month-to-month,Credit card,2,0
2232,26,2,64.6,Month-to-month,Bank transfer,1,1
2233,23,0,103.5,Month-to-month,Electronic check,2,0
2234,64,38,29.8,Month-to-month,Electronic check,1,0
2235,29,2,102.12,One year,Electronic check,0,1
2236,27,18,50.7,Month-to-month,Credit card,2,0
2237,41,2,75.59,One year,Electronic check,4,1
2238,40,58,64.0,Month-to-month,Bank transfer,3,1
2239,29,9,48.27,Two year,Mailed check,2,0
2240,37,23,106.3,Month-to-month,Credit card,1,0
2241,59,6,117.31,One year,Bank transfer,2,0
2242,30,17,67.02,One year,Electronic check,2,0
2243,22,0,78.39,Month-to-month,Electronic check,2,1
2244,55,7,72.47,Month-to-month,Mailed check,2,0
2245,48,32,118.06,Month-to-month,Credit card,0,1
2246,33,11,18.82,Month-to-month,Bank transfer,1,0
2247,19,15,81.68,Month-to-month,Mailed check,1,0
2248,31,32,56.62,Month-to-month,Credit card,4,0
2249,41,6,18.0,One year,Mailed check,2,0
2250,58,1,61.14,Month-to-month,Electronic check,4,1
